Total,Servicio,Rmu,Periodo,Tarifa,Medidor,Multiplicador,Carga,Contratada,kWhBase,kWhIntermedia,kWhPunta,kWBase,kWIntermedia,kWPunta,KWMax,KVArh,FactorPotenica,
$191,755.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , }1MAR18-30ABR18 , GDMTH , Le , 54 , 399 , 399 , NA , 68,379 , 2,388 , 157 , 408 , 181 , 194 , 40,182 , 89.20 , 
$32,100.00 , 087981001254 ,     NO. DE SERVICIO:  RMU : 7515289-10-19 ACM-821109 001 CFE  , PERIODOFACTURAD! , GDMTH , AGU , 350 , 3239 , | , NA , 6,807 , 881 , 18 , 29 , 18 , 29 ,  , 2,962 , 
$191,755.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , }1MAR18-30ABR18 , GDMTH , Le , 54 , 399 , 399 , NA , 68,379 , 2,388 , 157 , 408 , 181 , 194 , 40,182 , 89.20 , 
$32,100.00 , 087981001254 ,     NO. DE SERVICIO:  RMU : 7515289-10-19 ACM-821109 001 CFE  , PERIODOFACTURAD! , GDMTH , AGU , 350 , 3239 , | , NA , 6,807 , 881 , 18 , 29 , 18 , 29 ,  , 2,962 , 
$191,755.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , }1MAR18-30ABR18 , GDMTH , Le , 54 , 399 , 399 , NA , 68,379 , 2,388 , 157 , 408 , 181 , 194 , 40,182 , 89.20 , 
$191,755.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , }1MAR18-30ABR18 , GDMTH , Le , 54 , 399 , 399 , NA , 68,379 , 2,388 , 157 , 408 , 181 , 194 , 40,182 , 89.20 , 
$191,755.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , }1MAR18-30ABR18 , GDMTH , Le , 54 , 399 , 399 , NA , 68,379 , 2,388 , 157 , 408 , 181 , 194 , 40,182 , 89.20 , 
$191,755.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , }1MAR18-30ABR18 , GDMTH , Le , 54 , 399 , 399 , NA , 68,379 , 2,388 , 157 , 408 , 181 , 194 , 40,182 , 89.20 , 
$191,755.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , }1MAR18-30ABR18 , GDMTH , Le , 54 , 399 , 399 , NA , 68,379 , 2,388 , 157 , 408 , 181 , 194 , 40,182 , 89.20 , 
$191,755.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , }1MAR18-30ABR18 , GDMTH , Le , 54 , 399 , 399 , NA , 68,379 , 2,388 , 157 , 408 , 181 , 194 , 40,182 , 89.20 , 
$191,755.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , }1MAR18-30ABR18 , GDMTH , Le , 54 , 399 , 399 , NA , 68,379 , 2,388 , 157 , 408 , 181 , 194 , 40,182 , 89.20 , 
